Country,Month,Total Passengers
Brazil,07/01/2006,223433
Turkey,07/01/2006,35031
Taiwan,07/01/2006,216126
Atlantic Ocean,07/01/2006,88133
Switzerland,07/01/2006,140217
Bahamas,07/01/2006,326437
Israel,07/01/2006,123341
Chile,07/01/2006,43502
United Kingdom,07/01/2006,1707493
Spain,07/01/2006,190636
Peru,07/01/2006,105906
Netherlands,07/01/2006,438288
New Zealand,07/01/2006,78558
Ecuador,07/01/2006,84829
Colombia,07/01/2006,179263
Japan,07/01/2006,1134276
El Salvador,07/01/2006,130779
Belgium,07/01/2006,69042
Honduras,07/01/2006,76695
Italy,07/01/2006,329685
Dominican Republic,07/01/2006,466464
Dominican Republic,06/01/2006,368421
Haiti,06/01/2006,54878
New Zealand,06/01/2006,75961
Chile,06/01/2006,35705
Denmark,06/01/2006,77541
Guatemala,06/01/2006,90979
Iceland,06/01/2006,53820
Taiwan,06/01/2006,212710
Aruba,06/01/2006,78035
Netherlands,06/01/2006,426531
Panama,06/01/2006,86595
Antilles,06/01/2006,66248
China,06/01/2006,171368
Costa Rica,06/01/2006,142678
Russia,06/01/2006,46651
France,06/01/2006,643388
Honduras,06/01/2006,64585
Trinidad and Tobago,06/01/2006,41805
Brazil,06/01/2006,189989
Turkey,06/01/2006,31567
Philippines,06/01/2006,67875
Atlantic Ocean,06/01/2006,83120
Jamaica,06/01/2006,268714
Belgium,06/01/2006,68132
Italy,06/01/2006,316048
Germany,06/01/2006,881985
Japan,06/01/2006,1125322
Argentina,06/01/2006,69656
Peru,06/01/2006,90194
Ireland,06/01/2006,207079
Spain,06/01/2006,186030
United Arab Emirates,06/01/2006,27498
Mexico,06/01/2006,1597850
Hong Kong,06/01/2006,187326
Venezuela,06/01/2006,77100
Australia,06/01/2006,147575
Cayman Islands,06/01/2006,52337
Bahamas,06/01/2006,295861
South Korea,06/01/2006,277732
Israel,06/01/2006,128344
Colombia,06/01/2006,152567
Ecuador,06/01/2006,69462
El Salvador,06/01/2006,106464
Canada,06/01/2006,1740426
United Kingdom,06/01/2006,1680992
Switzerland,06/01/2006,140326
Venezuela,05/01/2006,70905
Denmark,05/01/2006,64305
China,05/01/2006,162339
United Arab Emirates,05/01/2006,23492
Australia,05/01/2006,133504
Italy,05/01/2006,253817
Argentina,05/01/2006,77877
Jamaica,05/01/2006,249357
Canada,05/01/2006,1747388
Dominican Republic,05/01/2006,316779
Ireland,05/01/2006,175195
Panama,05/01/2006,72450
Switzerland,05/01/2006,130418
Trinidad and Tobago,05/01/2006,42083
Peru,05/01/2006,85205
Guatemala,05/01/2006,76979
Atlantic Ocean,05/01/2006,74591
South Korea,05/01/2006,267098
Turkey,05/01/2006,28035
Hong Kong,05/01/2006,182715
Germany,05/01/2006,822230
Japan,05/01/2006,1071738
El Salvador,05/01/2006,93791
Chile,05/01/2006,35968
Ecuador,05/01/2006,60028
Netherlands,05/01/2006,413471
Spain,05/01/2006,163679
Honduras,05/01/2006,48345
France,05/01/2006,579178
Cayman Islands,05/01/2006,51292
Colombia,05/01/2006,110893
Brazil,05/01/2006,177986
Belgium,05/01/2006,65540
Iceland,05/01/2006,39400
New Zealand,05/01/2006,55452
Aruba,05/01/2006,78735
Mexico,05/01/2006,1488001
United Kingdom,05/01/2006,1503856
Haiti,05/01/2006,52916
Israel,05/01/2006,103171
Bahamas,05/01/2006,274504
Taiwan,05/01/2006,202402
Russia,05/01/2006,37983
Costa Rica,05/01/2006,126770
Antilles,05/01/2006,68552
Philippines,05/01/2006,73140
Haiti,04/01/2006,46007
Antilles,04/01/2006,95065
Israel,04/01/2006,100110
Guatemala,04/01/2006,89461
Netherlands,04/01/2006,399220
Iceland,04/01/2006,34329
Taiwan,04/01/2006,190593
Philippines,04/01/2006,73285
Canada,04/01/2006,1750862
China,04/01/2006,145593
Honduras,04/01/2006,52402
Italy,04/01/2006,206583
Mexico,04/01/2006,1721095
Costa Rica,04/01/2006,160414
Jamaica,04/01/2006,290502
Japan,04/01/2006,959427
Australia,04/01/2006,138088
Venezuela,04/01/2006,74489
Colombia,04/01/2006,119101
New Zealand,04/01/2006,64710
Brazil,04/01/2006,182909
South Korea,04/01/2006,233104
Chile,04/01/2006,36340
Atlantic Ocean,04/01/2006,56559
Spain,04/01/2006,139600
Ecuador,04/01/2006,60462
Argentina,04/01/2006,81885
Peru,04/01/2006,84831
Trinidad and Tobago,04/01/2006,43866
Denmark,04/01/2006,47989
Russia,04/01/2006,32919
Cayman Islands,04/01/2006,62528
Ireland,04/01/2006,149266
Germany,04/01/2006,723712
Panama,04/01/2006,76446
Turkey,04/01/2006,22116
United Kingdom,04/01/2006,1503418
Hong Kong,04/01/2006,171913
Dominican Republic,04/01/2006,369126
Aruba,04/01/2006,97147
Bahamas,04/01/2006,323330
Switzerland,04/01/2006,115613
France,04/01/2006,517937
United Arab Emirates,04/01/2006,23189
El Salvador,04/01/2006,109358
Belgium,04/01/2006,63246
Dominican Republic,03/01/2006,363609
Colombia,03/01/2006,106193
Peru,03/01/2006,98865
Italy,03/01/2006,182724
Taiwan,03/01/2006,195623
Argentina,03/01/2006,96036
Venezuela,03/01/2006,71301
Ecuador,03/01/2006,66481
Australia,03/01/2006,137879
Aruba,03/01/2006,92479
Belgium,03/01/2006,60745
Brazil,03/01/2006,204031
South Korea,03/01/2006,218718
Costa Rica,03/01/2006,198310
Antilles,03/01/2006,96580
Cayman Islands,03/01/2006,64391
Haiti,03/01/2006,44353
New Zealand,03/01/2006,89520
Turkey,03/01/2006,20302
Ireland,03/01/2006,137911
Switzerland,03/01/2006,112629
Bahamas,03/01/2006,313062
Mexico,03/01/2006,1763890
China,03/01/2006,129670
Guatemala,03/01/2006,86858
Chile,03/01/2006,50542
Philippines,03/01/2006,62393
France,03/01/2006,495326
Jamaica,03/01/2006,269774
United Arab Emirates,03/01/2006,23040
Hong Kong,03/01/2006,176642
Russia,03/01/2006,28401
Honduras,03/01/2006,53185
Iceland,03/01/2006,28885
Denmark,03/01/2006,45073
Canada,03/01/2006,1938227
Atlantic Ocean,03/01/2006,41135
Spain,03/01/2006,113324
United Kingdom,03/01/2006,1380010
Japan,03/01/2006,1142674
Germany,03/01/2006,668401
Israel,03/01/2006,87507
Panama,03/01/2006,84528
Netherlands,03/01/2006,361642
Trinidad and Tobago,03/01/2006,44171
El Salvador,03/01/2006,101384
Antilles,02/01/2006,83425
Brazil,02/01/2006,179933
Taiwan,02/01/2006,167429
Hong Kong,02/01/2006,150915
Venezuela,02/01/2006,59781
Panama,02/01/2006,74099
Italy,02/01/2006,115687
Bahamas,02/01/2006,243282
Cayman Islands,02/01/2006,50595
South Korea,02/01/2006,199929
Jamaica,02/01/2006,208536
Trinidad and Tobago,02/01/2006,36474
Japan,02/01/2006,951975
Belgium,02/01/2006,43054
Costa Rica,02/01/2006,170739
Iceland,02/01/2006,18935
Aruba,02/01/2006,77433
Chile,02/01/2006,51183
El Salvador,02/01/2006,84059
United Kingdom,02/01/2006,1037831
Spain,02/01/2006,79599
Honduras,02/01/2006,43453
Mexico,02/01/2006,1424723
Colombia,02/01/2006,91733
Peru,02/01/2006,85195
Australia,02/01/2006,121987
China,02/01/2006,97277
Philippines,02/01/2006,54755
Israel,02/01/2006,67231
Germany,02/01/2006,478919
New Zealand,02/01/2006,76745
Switzerland,02/01/2006,83234
Russia,02/01/2006,21787
Denmark,02/01/2006,35212
Ireland,02/01/2006,104480
France,02/01/2006,361923
Atlantic Ocean,02/01/2006,31502
Canada,02/01/2006,1639109
Guatemala,02/01/2006,70955
Turkey,02/01/2006,14405
Ecuador,02/01/2006,54521
Haiti,02/01/2006,26538
Argentina,02/01/2006,85086
Dominican Republic,02/01/2006,301271
Netherlands,02/01/2006,270219
United Arab Emirates,02/01/2006,20169
Israel,01/01/2006,88090
Taiwan,01/01/2006,212070
El Salvador,01/01/2006,117067
Italy,01/01/2006,136075
United Arab Emirates,01/01/2006,24763
Dominican Republic,01/01/2006,356000
Panama,01/01/2006,88229
Belgium,01/01/2006,52516
Antilles,01/01/2006,83009
Colombia,01/01/2006,156176
Cayman Islands,01/01/2006,47810
New Zealand,01/01/2006,81798
Canada,01/01/2006,1680538
Trinidad and Tobago,01/01/2006,37607
Hong Kong,01/01/2006,180798
Russia,01/01/2006,28973
Haiti,01/01/2006,43955
Chile,01/01/2006,62168
Honduras,01/01/2006,54791
Japan,01/01/2006,1106337
Mexico,01/01/2006,1570389
China,01/01/2006,122607
France,01/01/2006,447290
Netherlands,01/01/2006,325147
Argentina,01/01/2006,90760
Aruba,01/01/2006,80969
Iceland,01/01/2006,23941
Philippines,01/01/2006,73472
United Kingdom,01/01/2006,1199227
Spain,01/01/2006,91719
Guatemala,01/01/2006,92372
Ireland,01/01/2006,110212
Turkey,01/01/2006,22031
South Korea,01/01/2006,248138
Peru,01/01/2006,100086
Venezuela,01/01/2006,94123
Ecuador,01/01/2006,61955
Germany,01/01/2006,583737
Costa Rica,01/01/2006,194856
Atlantic Ocean,01/01/2006,31127
Jamaica,01/01/2006,243712
Switzerland,01/01/2006,100004
Bahamas,01/01/2006,229531
Denmark,01/01/2006,40584
Australia,01/01/2006,159805
Brazil,01/01/2006,242192
Ecuador,12/01/2005,60024
Taiwan,12/01/2005,198617
Italy,12/01/2005,148309
Turkey,12/01/2005,20726
Aruba,12/01/2005,74785
Netherlands,12/01/2005,338794
Costa Rica,12/01/2005,164983
Philippines,12/01/2005,65770
Spain,12/01/2005,105646
Cayman Islands,12/01/2005,46592
Haiti,12/01/2005,48339
Canada,12/01/2005,1618424
New Zealand,12/01/2005,88796
Australia,12/01/2005,146818
Denmark,12/01/2005,41057
Germany,12/01/2005,619473
Antilles,12/01/2005,79756
Jamaica,12/01/2005,272053
Japan,12/01/2005,1075035
Israel,12/01/2005,76569
Ireland,12/01/2005,127692
United Kingdom,12/01/2005,1326688
Bahamas,12/01/2005,268511
Trinidad and Tobago,12/01/2005,40685
Guatemala,12/01/2005,97687
France,12/01/2005,471777
Panama,12/01/2005,88752
Hong Kong,12/01/2005,174057
China,12/01/2005,121516
Chile,12/01/2005,52489
Atlantic Ocean,12/01/2005,41058
Dominican Republic,12/01/2005,331278
Belgium,12/01/2005,57827
South Korea,12/01/2005,227909
Mexico,12/01/2005,1556617
Argentina,12/01/2005,80594
Russia,12/01/2005,30537
Brazil,12/01/2005,216409
Peru,12/01/2005,93989
United Arab Emirates,12/01/2005,20160
Iceland,12/01/2005,28386
Colombia,12/01/2005,155337
Switzerland,12/01/2005,106004
Venezuela,12/01/2005,107980
El Salvador,12/01/2005,126425
Honduras,12/01/2005,53588
Argentina,11/01/2005,69475
Peru,11/01/2005,78911
Guatemala,11/01/2005,87323
Venezuela,11/01/2005,83752
Antilles,11/01/2005,67676
Costa Rica,11/01/2005,125660
Brazil,11/01/2005,166600
El Salvador,11/01/2005,96826
Germany,11/01/2005,592873
Bahamas,11/01/2005,243985
United Arab Emirates,11/01/2005,15200
New Zealand,11/01/2005,63896
Iceland,11/01/2005,30048
Jamaica,11/01/2005,221346
Australia,11/01/2005,126015
Atlantic Ocean,11/01/2005,52320
Belgium,11/01/2005,54006
Dominican Republic,11/01/2005,255170
Turkey,11/01/2005,21621
Aruba,11/01/2005,81180
Colombia,11/01/2005,101653
Panama,11/01/2005,67948
Cayman Islands,11/01/2005,36625
Italy,11/01/2005,154080
Hong Kong,11/01/2005,162242
Philippines,11/01/2005,55112
France,11/01/2005,453461
Spain,11/01/2005,102667
Japan,11/01/2005,1035117
Trinidad and Tobago,11/01/2005,31460
Netherlands,11/01/2005,338962
Switzerland,11/01/2005,97220
Ireland,11/01/2005,142387
China,11/01/2005,124962
Denmark,11/01/2005,39949
Israel,11/01/2005,80410
Mexico,11/01/2005,1182290
Haiti,11/01/2005,34168
Russia,11/01/2005,27211
South Korea,11/01/2005,209038
Honduras,11/01/2005,39215
Canada,11/01/2005,1500925
Ecuador,11/01/2005,49798
Taiwan,11/01/2005,184985
United Kingdom,11/01/2005,1331838
Chile,11/01/2005,36795
Brazil,10/01/2005,174915
Ireland,10/01/2005,174514
Colombia,10/01/2005,94947
Ecuador,10/01/2005,45596
Haiti,10/01/2005,36137
Costa Rica,10/01/2005,97083
Atlantic Ocean,10/01/2005,56486
Trinidad and Tobago,10/01/2005,31997
Iceland,10/01/2005,38659
Turkey,10/01/2005,23980
Aruba,10/01/2005,83577
Belgium,10/01/2005,60242
Switzerland,10/01/2005,118666
Peru,10/01/2005,81750
Russia,10/01/2005,32318
Antilles,10/01/2005,52780
Mexico,10/01/2005,1177469
Taiwan,10/01/2005,182832
Germany,10/01/2005,762619
Australia,10/01/2005,129114
Cayman Islands,10/01/2005,24916
France,10/01/2005,548654
Jamaica,10/01/2005,154603
South Korea,10/01/2005,221320
Dominican Republic,10/01/2005,220473
Bahamas,10/01/2005,181944
Spain,10/01/2005,143727
United Kingdom,10/01/2005,1408826
Panama,10/01/2005,56785
Philippines,10/01/2005,58701
El Salvador,10/01/2005,77503
Chile,10/01/2005,32868
Venezuela,10/01/2005,75068
Guatemala,10/01/2005,71626
Netherlands,10/01/2005,395853
New Zealand,10/01/2005,61582
Denmark,10/01/2005,51746
Japan,10/01/2005,1105983
China,10/01/2005,144468
Israel,10/01/2005,73689
Canada,10/01/2005,1616877
Italy,10/01/2005,232347
United Arab Emirates,10/01/2005,13567
Honduras,10/01/2005,32756
Hong Kong,10/01/2005,168712
Argentina,10/01/2005,70146
Colombia,09/01/2005,96915
Aruba,09/01/2005,60547
Taiwan,09/01/2005,175656
Philippines,09/01/2005,50725
Brazil,09/01/2005,167535
Australia,09/01/2005,129836
Netherlands,09/01/2005,418393
Antilles,09/01/2005,36408
Haiti,09/01/2005,42254
Cayman Islands,09/01/2005,23612
New Zealand,09/01/2005,75689
El Salvador,09/01/2005,75398
Jamaica,09/01/2005,138361
United Kingdom,09/01/2005,1492602
Denmark,09/01/2005,55740
South Korea,09/01/2005,215945
Panama,09/01/2005,58301
Atlantic Ocean,09/01/2005,55586
Iceland,09/01/2005,38125
Switzerland,09/01/2005,125441
Ecuador,09/01/2005,51272
Argentina,09/01/2005,67428
Israel,09/01/2005,85133
Bahamas,09/01/2005,154543
China,09/01/2005,134377
Japan,09/01/2005,1148104
Chile,09/01/2005,33963
Ireland,09/01/2005,172144
France,09/01/2005,575405
Costa Rica,09/01/2005,93677
Honduras,09/01/2005,36383
Belgium,09/01/2005,65990
Spain,09/01/2005,153185
Italy,09/01/2005,267329
Dominican Republic,09/01/2005,240008
Trinidad and Tobago,09/01/2005,35984
Canada,09/01/2005,1673812
Turkey,09/01/2005,31987
Hong Kong,09/01/2005,151986
Russia,09/01/2005,40662
Peru,09/01/2005,84507
Venezuela,09/01/2005,95316
Germany,09/01/2005,801434
Guatemala,09/01/2005,67217
United Arab Emirates,09/01/2005,14007
Mexico,09/01/2005,1079122
Guatemala,08/01/2005,97470
Venezuela,08/01/2005,105880
Russia,08/01/2005,49075
Israel,08/01/2005,113771
Ireland,08/01/2005,191941
Netherlands,08/01/2005,441563
Haiti,08/01/2005,52268
Aruba,08/01/2005,86664
Hong Kong,08/01/2005,180054
El Salvador,08/01/2005,120379
France,08/01/2005,629352
Colombia,08/01/2005,138901
Dominican Republic,08/01/2005,408671
Italy,08/01/2005,287764
Spain,08/01/2005,177968
Philippines,08/01/2005,62627
Jamaica,08/01/2005,257198
United Arab Emirates,08/01/2005,15255
Germany,08/01/2005,840315
Atlantic Ocean,08/01/2005,77173
United Kingdom,08/01/2005,1565461
Panama,08/01/2005,85579
China,08/01/2005,149024
Canada,08/01/2005,1958857
Ecuador,08/01/2005,72007
Mexico,08/01/2005,1592085
Belgium,08/01/2005,71670
Honduras,08/01/2005,61364
Cayman Islands,08/01/2005,32876
Japan,08/01/2005,1202972
Denmark,08/01/2005,57072
Bahamas,08/01/2005,304675
South Korea,08/01/2005,294943
Argentina,08/01/2005,68645
Brazil,08/01/2005,191192
Iceland,08/01/2005,58501
Switzerland,08/01/2005,133351
Australia,08/01/2005,131758
Costa Rica,08/01/2005,148096
New Zealand,08/01/2005,61489
Trinidad and Tobago,08/01/2005,51135
Chile,08/01/2005,35558
Turkey,08/01/2005,35589
Taiwan,08/01/2005,213066
Antilles,08/01/2005,63816
Peru,08/01/2005,115190
Brazil,07/01/2005,224731
Iceland,07/01/2005,60893
Belgium,07/01/2005,72319
Israel,07/01/2005,109422
Japan,07/01/2005,1197683
Denmark,07/01/2005,59669
United Kingdom,07/01/2005,1665443
France,07/01/2005,653853
Honduras,07/01/2005,74888
Philippines,07/01/2005,72598
Aruba,07/01/2005,101334
Mexico,07/01/2005,1777173
El Salvador,07/01/2005,131259
Cayman Islands,07/01/2005,39668
New Zealand,07/01/2005,80582
Antilles,07/01/2005,76389
Australia,07/01/2005,146577
Peru,07/01/2005,119033
China,07/01/2005,144770
Trinidad and Tobago,07/01/2005,52058
Netherlands,07/01/2005,457119
Argentina,07/01/2005,77486
Atlantic Ocean,07/01/2005,81347
Bahamas,07/01/2005,341477
South Korea,07/01/2005,287682
Chile,07/01/2005,44780
Venezuela,07/01/2005,96350
Spain,07/01/2005,180573
Switzerland,07/01/2005,134853
Costa Rica,07/01/2005,180090
Jamaica,07/01/2005,270289
Turkey,07/01/2005,37801
Germany,07/01/2005,860356
Taiwan,07/01/2005,215354
Italy,07/01/2005,297566
Hong Kong,07/01/2005,174143
Guatemala,07/01/2005,104336
Ecuador,07/01/2005,72641
Russia,07/01/2005,48879
Panama,07/01/2005,96278
Colombia,07/01/2005,166744
United Arab Emirates,07/01/2005,15365
Ireland,07/01/2005,201973
Dominican Republic,07/01/2005,443505
Haiti,07/01/2005,51033
Canada,07/01/2005,1963063
Dominican Republic,06/01/2005,328246
Germany,06/01/2005,836561
Aruba,06/01/2005,84218
United Kingdom,06/01/2005,1638784
Belgium,06/01/2005,69434
Colombia,06/01/2005,144650
France,06/01/2005,627865
Chile,06/01/2005,31256
Spain,06/01/2005,171382
Cayman Islands,06/01/2005,33017
Japan,06/01/2005,1213931
Venezuela,06/01/2005,81919
Iceland,06/01/2005,58025
Bahamas,06/01/2005,283611
Atlantic Ocean,06/01/2005,75909
Australia,06/01/2005,135817
South Korea,06/01/2005,275878
Taiwan,06/01/2005,202844
Guatemala,06/01/2005,86995
Jamaica,06/01/2005,220504
Ireland,06/01/2005,183159
Costa Rica,06/01/2005,153835
Netherlands,06/01/2005,437834
El Salvador,06/01/2005,100940
Italy,06/01/2005,291813
Argentina,06/01/2005,64148
Ecuador,06/01/2005,57884
Brazil,06/01/2005,184556
New Zealand,06/01/2005,89214
China,06/01/2005,132802
Mexico,06/01/2005,1550017
Trinidad and Tobago,06/01/2005,36391
Canada,06/01/2005,1738623
Panama,06/01/2005,76052
Israel,06/01/2005,99269
Peru,06/01/2005,99736
Denmark,06/01/2005,56809
Russia,06/01/2005,47051
Honduras,06/01/2005,59712
United Arab Emirates,06/01/2005,14234
Philippines,06/01/2005,70215
Antilles,06/01/2005,58312
Switzerland,06/01/2005,132673
Turkey,06/01/2005,30092
Hong Kong,06/01/2005,166490
Haiti,06/01/2005,44525
Argentina,05/01/2005,69645
Switzerland,05/01/2005,128850
Brazil,05/01/2005,175732
Spain,05/01/2005,154024
Italy,05/01/2005,281493
Haiti,05/01/2005,46386
Antilles,05/01/2005,62731
Jamaica,05/01/2005,191624
Israel,05/01/2005,90588
Atlantic Ocean,05/01/2005,70300
Mexico,05/01/2005,1438799
Cayman Islands,05/01/2005,31054
South Korea,05/01/2005,245728
Belgium,05/01/2005,68746
Guatemala,05/01/2005,74114
Denmark,05/01/2005,55589
Japan,05/01/2005,1146364
Ecuador,05/01/2005,46909
Turkey,05/01/2005,30438
El Salvador,05/01/2005,89028
United Kingdom,05/01/2005,1496146
China,05/01/2005,120317
Chile,05/01/2005,31756
Colombia,05/01/2005,103716
Taiwan,05/01/2005,200060
Peru,05/01/2005,94193
Venezuela,05/01/2005,79564
Aruba,05/01/2005,82469
Costa Rica,05/01/2005,136678
Bahamas,05/01/2005,269608
Australia,05/01/2005,121680
Philippines,05/01/2005,71148
Iceland,05/01/2005,40288
Hong Kong,05/01/2005,163721
Germany,05/01/2005,786859
Panama,05/01/2005,59496
Honduras,05/01/2005,45087
Dominican Republic,05/01/2005,277425
Ireland,05/01/2005,164974
United Arab Emirates,05/01/2005,14487
Trinidad and Tobago,05/01/2005,36010
France,05/01/2005,589563
New Zealand,05/01/2005,61951
Netherlands,05/01/2005,423460
Russia,05/01/2005,29721
Canada,05/01/2005,1671641
South Korea,04/01/2005,220056
El Salvador,04/01/2005,93602
Venezuela,04/01/2005,74648
Switzerland,04/01/2005,117743
Brazil,04/01/2005,168592
Dominican Republic,04/01/2005,302034
Philippines,04/01/2005,68786
Mexico,04/01/2005,1517720
Argentina,04/01/2005,68598
Honduras,04/01/2005,41178
Cayman Islands,04/01/2005,34808
France,04/01/2005,505991
Costa Rica,04/01/2005,163084
Haiti,04/01/2005,49560
Israel,04/01/2005,74082
Hong Kong,04/01/2005,144584
United Arab Emirates,04/01/2005,12491
Peru,04/01/2005,87552
Spain,04/01/2005,123277
Chile,04/01/2005,33611
Atlantic Ocean,04/01/2005,54601
Belgium,04/01/2005,63222
Antilles,04/01/2005,76981
Denmark,04/01/2005,50361
Ecuador,04/01/2005,46147
Italy,04/01/2005,214949
Ireland,04/01/2005,127321
China,04/01/2005,110293
New Zealand,04/01/2005,63567
Australia,04/01/2005,121975
Colombia,04/01/2005,89576
Netherlands,04/01/2005,393075
Guatemala,04/01/2005,77934
